algorithm,expression_str,sin,cos,tan,sec,csc,cot,exp,log,sqrt,asin,acos,atan,sinh,cosh,tanh,asinh,atanh,coth,sech,csch,Add,Mul,Pow,AccumulationBounds
genetic,3*x**2 + 3*x*log(exp(x)) + log(-3*x),0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0
genetic,-6 - 3*sqrt(-x)*(32*x**2 - 2)/x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0
genetic,-2*x*(cos(2*x) + exp(-10*x))*exp(-2*x),0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
genetic,3*x**2*log(exp(x)*exp(x + exp(x) + 5)/9) + x + 36,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0
genetic,(x - 1)/x**3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
genetic,2*0**x*x**2*sqrt(x**2*cos(x)/2 - x/2 + (1 - tanh(x)**2)*exp(tanh(x)))/sqrt(tanh(3*x)) - 6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,0.0
genetic,x + 1594323*exp(3*x) + log(81*x**2*exp(81*x**2*exp(x))),0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0
genetic,(1 - tanh(cos(3)/2)**2)*(tan(x)**2 + 1)*cos(3)/(4*sinh(3)),0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0
genetic,x*exp(x)*log(exp(x)) + x*log(exp(x)*exp(36*exp(x)*log(exp(x)) + exp(x) + 5)/81) + x,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
genetic,-4*log(exp(exp(-3*x))) + 3 - 4*exp(-3*x),0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
genetic,-((4 - 4*x**2)*exp(4 - 4*x**2) + exp(4 - 4*x**2))*exp(4*x**2 - 4) - log(-4*x**2*exp(4 - 4*x**2)),0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,6.0,0.0
genetic,-log(x*exp(8)) + cos(x) + 1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
genetic,-10*0**(x - 1/8)*(x - 1/8) - 1/(80*0**(x - 1/8)*(x - 1/8) + 1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,0.0
genetic,0**x*x*sqrt(-x/2 + (3*x*exp(x)*tanh(x)**x - 3*x*exp(x))*exp(tanh(x)) + cos(x)/2)/sqrt(tanh(3*x)) - 6,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,0.0
genetic,3*x**2 + x*log(x*exp(x)/81),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0
genetic,-exp(x)*log(exp(x)) - log(exp(-2*x)*exp(exp(x)*log(exp(x)) + 3)/81) + 2*log(9*exp(x)),0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0
genetic,x*(x**2 - log(x*exp(2*x*exp(2*x) + exp(2*x)))),0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0
genetic,(-2 + tan(1))*(1 - tanh(1)**2)*(log(2) + 1)/2**x,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0
genetic,-x/8 + 1/(x**3*(x + 1)),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0
genetic,9*x*log(9*x) + 3*x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
genetic,-(2*exp(4*x) + exp(2*x))*exp(-2*x) + exp(2*x),0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0
genetic,-64/(5*x + 1/x),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0
genetic,0**(1 + 1/(2*sqrt(x)))*sqrt(2)*5**(1/8)*(1 + 1/(2*sqrt(x))),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0
genetic,0**x*2**(1/8)*8**exp(x)*x*tanh(x**2)**exp(x)/(8*x*exp(x) + 8*sqrt(x*(1 - tanh(x)**2) - x/2 - x/(2*log(x)**2))*tanh(x**2) + 1)**exp(x) - 6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,9.0,0.0
genetic,4*x/((2*x**2 + 1)**2 + 1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0
genetic,x*log(x**3*exp(x)) + exp(2*x) + cos(x),0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0
genetic,x + (x - 1)/x**3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0
genetic,3*x**2 + x*log(x*exp(x)),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0
genetic,(sinh(x)/x - cosh(x)/x**2)*cos(28/5 + cosh(x)/x),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0
genetic,-x*exp(8)*exp(x) - log(-x*exp(8)*exp(x)) + cos(x),0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
genetic,0**x*5**(1/8)*x*sqrt(x*sin(x)/2 - x/2 + 5/4)/sqrt(tanh(3*x)) - 6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0
genetic,8/(1/(5*x + 1/x) - 8/x),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0
genetic,3*x**2*log(729*x*exp(2*x)) + log(81*exp(x)) + 36,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0
genetic,-x/((x + 4)**2 + 1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0
genetic,80*x/(x + 10)**10 - 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0
genetic,x/2 + 2*x/(3*x + 5)**2 - 2 - 4/(3*x + 5),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0
genetic,8/(x*(x + x**(-2))),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0
genetic,8/(x*(x + 1/x)),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0
genetic,(-2 + tan(1))*(1 - tanh((-4*x)**(-4*x))**2)*(log(-4*x) + 1)/(-4*x)**(4*x),0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,0.0
genetic,(-2 - exp(-x))*exp(2*x) - log(x**(-2)),0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0
genetic,(x + (x + 3/16)*log(x))*log(x) + 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0
genetic,3*x**2 + x*log(exp(x + exp(x)*log(exp(x)))*exp(exp(x) + tanh(3/16) + 5)/81),0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0
genetic,8/(-8/x + 1/(2*sqrt(x))),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0
genetic,10*0**x*x*tanh(3*x)**x/(x**2 + x*(-x*tanh(x)**2 + x) + exp(x))**(x**2) - 6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.0,0.0
genetic,(4*x)**(4*x)*(1 + tan(1))*(1 - 1/tanh((4*x)**(4*x)))*(log(4*x) + 1),0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,0.0
genetic,-9*exp(x) - log(exp(-2*x)*exp(9*exp(x) + 3)/81) - 1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0
genetic,-log(exp(4*x)*exp(4*exp(4*x))),0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
genetic,(2 - exp(-x))*exp(-2*x),0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
genetic,-x*exp(8)*exp(x),0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
genetic,-log(x*exp(2)),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
genetic,3*(-2 + tan(1))*(log(-x) + 1)/(-x)**x,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0
genetic,-1/(-x/(5*x + 1/x) - 1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0
genetic,-x/8 + (x + 1/x)/x**3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0
genetic,tan(x) + 32/(x + 1),0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0
genetic,x**tan(4**x)*(4**x*(tan(4**x)**2 + 1)*log(4)*log(x) + tan(4**x)/x) + cos(x/2)/2,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,7.0,0.0
genetic,-0**x*5**(1/8)*x**2*(tanh(x) + 1/(2*sqrt(x)))**2/2 - 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0
genetic,x*(1/sqrt(x**(-2)) + sin(2)/sqrt(1 - x**2) + 1/sqrt(1 - x**2)),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,0.0
genetic,-log(exp(exp(-x))) + 3 - exp(-x),0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
genetic,12*sqrt(x)*sqrt(0**tanh(3*x)*(-6 + 12/sqrt(-tanh(x/2))))*(-6 + 12/sqrt(-tanh(x/2)))**(0**tanh(3*x)) - 1/8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,5.0,0.0
genetic,2*x**x*(1 - tanh(x**x)**2)*(log(x) + 1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0
genetic,2*exp(x) - 2*log(x) + 5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
genetic,exp(x)*log(exp(x)) - 2*log(log(9*exp(x))) + 11,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
genetic,0**x*2**(1/8)*x*tanh(0**x)**exp(x)/2**exp(x) - 6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0
genetic,8*x/(5*x + 1/x) - 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0
genetic,0**x*x*sqrt(-x*cos(x) - sin(x) + 1)/8 + 0**x,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0
genetic,3*x*cosh(5)/(2*(1 - x**2)**(3/2)),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0
genetic,x*log(exp(exp(x)*log(exp(x)) + 3)*exp(exp(x) + tanh(3/16) + 5)/81) + 2*x,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0
genetic,8/(5*x**2 + 5*x - 1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0
genetic,-(-2 - tan(sin(sinh(2))))*(1 - tanh(1)**2)*(log(x) + 1),1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0
genetic,0**x*5**(1/8)*x*sqrt(2 - x/2)/sqrt(tanh(3*x)) - 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0
genetic,0**x*x*x**x*sqrt(-x/2 + x**x*cos(x)/2 + (1 - tanh(x)**x)*exp(tanh(x)))/sqrt(tanh(3*x)) - 6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,0.0
genetic,(2*x**2)**(x**5)*(5*x**4*log(2*x**2) + 2*x**4),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,0.0
genetic,80*x/(80*0**x*x + 1/8)**(1/64) - 1/2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0
genetic,8*x*(cos(2*x) + 16),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
genetic,-log(x*exp(x**2)),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
genetic,3*log(x)/16 + 17/4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
genetic,0**x*x*sqrt(-x/2 + x**(1/sqrt(-tanh(x/2)))*cos(x)/2 + (1 - tanh(x)**(1/sqrt(-tanh(x/2))))*exp(tanh(x)))*sqrt(0**(-6 + 12/sqrt(-tanh(x/2))))/sqrt(tanh(3*x)) - 6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,8.0,0.0
genetic,x**x*(-2 - tan(sin(sinh(2))))*(1 - tanh(x**x)**2)*(log(x) + 1),1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0
genetic,2*x/(x/2 - 1)**2 - 4*exp(x) - 2 - 4/(x/2 - 1),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0
genetic,0**x*x**(9/8)*sqrt(x**2*cos(x)/2 - x/2 + (1 - tanh(x)**2)*exp(tanh(x)))/sqrt(tanh(3*x)) - 6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,0.0
genetic,2 - log(x**(-2)),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
genetic,-(-2 + tan(1))*(log(-4*x) + 1)/(-4*x)**(4*x),0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0
genetic,x*sqrt(-x)*(32*x**2 - 2) - 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0
genetic,-x/(x + tanh(3/16) + 5)**2 + 1/(x + tanh(3/16) + 5),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0
genetic,9*sqrt(2)*sqrt(0**(0**((x - 1/8)**(1/8)))*(x - 1/8)**(1/8))*(x - 1/8)**(0**(0**((x - 1/8)**(1/8)))/8)/4 - 1/8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,8.0,0.0
genetic,x**2 + x + 36*exp(x)*log(exp(x)),0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
genetic,-(x*exp(x) + exp(x))*exp(-x) - log(2*x*exp(x)),0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0
genetic,(-2 + tan(1))*(log(-x) + 1),0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
genetic,4*0**x*5**(1/8)*x*(x*cos(x)/sqrt(tanh(3*x)) - x/sqrt(tanh(3*x)) - 1)**(1/sqrt(tanh(3*x))) - 6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,0.0
genetic,(2 - exp(-x))*exp(x) - log(x*exp(-x)),0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0
genetic,0**x*2**(1/8)*x*tanh(3*x)**exp(x)/(x*exp(x) - (12*tanh(x*exp(x))**exp(x) - 6)**(0**tanh(3*x))*exp(x)*tanh(3*x) + 1/8)**exp(x) - 6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,7.0,0.0
genetic,64*x**2/(5*x + 1/x),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0
genetic,x*exp(x)*cos(x),0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
genetic,-sin(x - log(3))*sin(1/(cos(x - log(3)) + 2))/(cos(x - log(3)) + 2)**2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,0.0
genetic,8/(-6 + 5/(x - 25/4))**2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0
genetic,(-2 + tan(1))**2*(2*x**2 + 1)*(log(x**2) + 1),0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0
genetic,-exp(2*x) - log(exp(exp(2*x))) - 2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
genetic,sqrt(-x)*(x**2*(-x*(1 + 32/x) + 1/x) - 2)/x + 1/x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0
genetic,(4*x + x**(-8))**8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
genetic,-log(x*exp(2*x)),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
