algorithm,expression_str,sin,cos,tan,sec,csc,cot,exp,log,sqrt,asin,acos,atan,sinh,cosh,tanh,asinh,atanh,coth,sech,csch,Add,Mul,Pow,AccumulationBounds
baseline_solvable,cosh(x - 9),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
baseline_solvable,2*(1 - 5*exp(5)/x**2)*cos(x + 5*exp(5)/x),0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0
baseline_solvable,-8*(-sinh(4*x) - 2)*cosh(4*x),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
baseline_solvable,-(tan(x)**2 + 1)*tanh(1)**(pi/4)/5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0
baseline_solvable,x*(-x**x*(log(x) + 1) - 1)*exp(1/(x + x**x))/(x + x**x)**2 + exp(1/(x + x**x)),0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,7.0,0.0
baseline_solvable,5*(x**x*(log(x) + 1) - 1/sqrt(1 - x**2))/(-x**x + asin(x) - 4)**2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0
baseline_solvable,-4**atan(-x + exp(-tanh(3)) + 3)*log(4)/((-x + exp(-tanh(3)) + 3)**2 + 1),0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,0.0
baseline_solvable,-(exp(-sin(2/x)) + 2*exp(-sin(2/x))*cos(2/x)/x)*(tan(cos(x*exp(-sin(2/x))))**2 + 1)*sin(x*exp(-sin(2/x))),5.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,7.0,0.0
baseline_solvable,exp(x)*sin(-exp(x) + sqrt(2) + 6),1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
baseline_solvable,(x**x*(log(x) + 1)/2 - 15)/sqrt(-30*x + x**x),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0
baseline_solvable,-5*exp(-x)*sinh(5*exp(-x)),0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
baseline_solvable,-(-4 - (-2*x**2 + cosh(2))/x**2)*sin((-2*x**2 + cosh(2))/x),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,0.0
baseline_solvable,-x**log(3)*exp(cos(x**log(3)))*log(3)*sin(x**log(3)) + exp(cos(x**log(3))),1.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0
baseline_solvable,-(sinh(x) + 2/x**2)/((cosh(x) + 1/243 - 2/x)**2 + 1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,0.0
baseline_solvable,x**asin(2*x - 5)*(2*log(x)/sqrt(1 - (2*x - 5)**2) + asin(2*x - 5)/x),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,4.0,0.0
baseline_solvable,8/(x*cosh(4)) - 8*(x + 2)/(x**2*cosh(4)),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0
baseline_solvable,(-2*x*exp(-x/2) + 4*exp(-x/2))*(tan(4*x*exp(-x/2))**2 + 1),0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,0.0
baseline_solvable,4*cosh(x + atan(2))/sinh(x + atan(2))**2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0
baseline_solvable,(x*exp(asin(3)))**x*(log(x*exp(asin(3))) + 1) + 1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0
baseline_solvable,81*x**2*cosh(27*x**3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
baseline_solvable,-5*(1 - tanh(x)**2)*sin(log(1/log(tanh(x))))**4*cos(log(1/log(tanh(x))))/(log(tanh(x))*tanh(x)),1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0
baseline_solvable,x**(x**(x**2) + 3)*(x**(x**2)*(2*x*log(x) + x)*log(x) + (x**(x**2) + 3)/x),0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,0.0
baseline_solvable,x**x*(log(x) + 1)*(tan(x**x/5)**2 + 1)/5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0
baseline_solvable,(x - atan(x))**cos(x/5)*((1 - 1/(x**2 + 1))*cos(x/5)/(x - atan(x)) - log(x - atan(x))*sin(x/5)/5),1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,0.0
baseline_solvable,-4*cos(x)/(x**4*(log(x) - 3)**4*sin(x)**5) - 4/(x**5*(log(x) - 3)**4*sin(x)**4) - 4/(x**5*(log(x) - 3)**5*sin(x)**4),3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,9.0,0.0
baseline_solvable,2**((atan(x**2) + 9)**x)*(2*x**2/((x**4 + 1)*(atan(x**2) + 9)) + log(atan(x**2) + 9))*(atan(x**2) + 9)**x*log(2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,11.0,0.0
baseline_solvable,cos(x) - 3*cos(3),0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
baseline_solvable,(1 - tanh(log(x - atan(5) + 4))**2)/(x - atan(5) + 4),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0
baseline_solvable,-1/(x**2 + 1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
baseline_solvable,(x + exp(3))**sin(exp(6))*sin(exp(6))/(x + exp(3)),2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0
baseline_solvable,(-x*(1 - tanh(x + 2)**2)*cos(tanh(x + 2))/sin(tanh(x + 2))**2 + 1/sin(tanh(x + 2)))/x - (x/sin(tanh(x + 2)) - 1)/x**2,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,6.0,0.0
baseline_solvable,(x*(log(log(x)**2 + 2)/2 + log(x)/(log(x)**2 + 2)) + log((log(x)**2 + 2)**(x/2)))*((log(x)**2 + 2)**(x/2))**x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,8.0,0.0
baseline_solvable,(2*x/log(x) - x/log(x)**2 - 1/sqrt(1 - x**2))/(-x**2/log(x) + asin(x))**2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,7.0,0.0
baseline_solvable,1 + 1/x - (x + 3)/x**2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0
baseline_solvable,4*(7/2 - x)*exp(4*x) - exp(4*x),0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0
baseline_solvable,tanh(4)/x - (x - sinh(1))*tanh(4)/x**2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0
baseline_solvable,cosh(x)/sinh(x),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
baseline_solvable,(1 - tanh(x)**2)*exp(tanh(x)) + 1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0
baseline_solvable,(x*x**(-x + x**(exp(-4)/x))*x**(x - x**(exp(-4)/x))*((x**(exp(-4)/x)*(-exp(-4)*log(x)/x**2 + exp(-4)/x**2) - 1)*log(x) + (-x + x**(exp(-4)/x))/x) + log(x**(-x + x**(exp(-4)/x))))*(x**(-x + x**(exp(-4)/x)))**x,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,20.0,0.0
baseline_solvable,-1/3 - sqrt(x*cosh(x))*(x*sinh(x)/2 + cosh(x)/2)/(3*x*cosh(x)),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0
baseline_solvable,1 + 1/sqrt(1 - (x + exp(2))**2),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0
baseline_solvable,cosh(atan(x))/(256*(x**2 + 1)),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0
baseline_solvable,(4**x*log(4) + 1)*cos(4),0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
baseline_solvable,5*x*cos(5*x)/sin(5*x)**2 - 1/sin(5*x),2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0
baseline_solvable,-3/x - (-3*x + cosh(1) + 2)/x**2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0
baseline_solvable,-8*(tan(atan(8*cos(x)) + 1)**2 + 1)*sin(x)/(64*cos(x)**2 + 1),1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0
baseline_solvable,(5 + 10/sqrt(1 - 4*x**2))*sinh(5*x + 5*asin(2*x))/cosh(5*x + 5*asin(2*x)),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,3.0,0.0
baseline_solvable,x**4*(5*atan(x)**4/(x**4*(x**2 + 1)) - 4*atan(x)**5/x**5)/atan(x)**5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,0.0
baseline_solvable,-tan(x)**2 - sinh(x) - 1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
baseline_solvable,(-sin(x) - 4*cos(x))*cos(-4*sin(x) + cos(x) + 4),2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
baseline_solvable,6*x**5*exp(x**6 + tanh(4)) - 1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0
baseline_solvable,x*log(x**5)*sinh(x)/cosh(x)**2 - log(x**5)/cosh(x) + 1 - 5/cosh(x),0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0
baseline_solvable,-sin(cosh(atan(x)))*sinh(atan(x))/(x**2 + 1),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
baseline_solvable,cosh(x)*cosh(sinh(x) - 2) + 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
baseline_solvable,((x*x**(x + 4)*(log(x) + (x + 4)/x) + x**(x + 4))*exp(x*x**(x + 4))/2 + 1/2)/sqrt(x + exp(x*x**(x + 4))),0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,6.0,0.0
baseline_solvable,2*x**5/(sqrt(1 - log(2*x - 10)**2)*(2*x - 10)) + 5*x**4*asin(log(2*x - 10)),0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,0.0
baseline_solvable,x*(-(x*log(5)/(sqrt(-x**2*log(5)**2 + 1)*asin(x*log(5))) + log(asin(x*log(5))))*asin(x*log(5))**x - 1)/(x + asin(x*log(5))**x)**2 + 1/(x + asin(x*log(5))**x),0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,9.0,0.0
baseline_solvable,x*(-atan(x) - log(exp(x))/(x**2 + 1))/log(exp(x)**atan(x))**2 + 1/log(exp(x)**atan(x)),0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0
baseline_solvable,-(1 + (sin(x - 2) + 1)/sqrt(1 - (x - cos(x - 2))**2))*sin(x + asin(x - cos(x - 2))),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,2.0,0.0
baseline_solvable,-5/x**2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
baseline_solvable,2*x*(-x - 4)/((x + 4)**2 + 1)**(3/2) + 2 + 2/sqrt((x + 4)**2 + 1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0,0.0
baseline_solvable,(-1 - 1/(2*sqrt(x)))/x - (-sqrt(x) - x)/x**2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,0.0
baseline_solvable,-16*x/((64*x**4 + 1)*atan(8*x**2)**2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0
baseline_solvable,-(-x*atan(2)/(x - 1/625)**2 + atan(2)/(x - 1/625))/sqrt(-x**2*atan(2)**2/(x - 1/625)**2 + 1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,6.0,0.0
baseline_solvable,-16*3**x*x*log(3) - 16*3**x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0
baseline_solvable,cos(x) - 1 - 1/x,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
baseline_solvable,-sqrt(30)*sin(sqrt(30)*sqrt(cosh(x)))*sinh(x)/(2*sqrt(cosh(x))),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
baseline_solvable,2*sinh(2*x + 4)/cosh(2*x + 4)**2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0
baseline_solvable,-8*x - 4*cos(5) - 1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
baseline_solvable,(-x + (-1 + 2/x**2)*log(exp(x)) - 2/x)*exp(x)**(-x - 2/x),0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,0.0
baseline_solvable,5*exp(5*x)/(2*sqrt(exp(5*x) + 5)),0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0
baseline_solvable,-x*(2/(x**2*log(-x/3)) + 2/(x**2*log(-x/3)**2))*log(-x/3)/2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0
baseline_solvable,(sin(x) - 1)/x - (-x - cos(x) + 1)/x**2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0
baseline_solvable,1 + (1 - tanh(log(x) + 3)**2)/x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0
baseline_solvable,-1 - tanh(4)/(x**2*log(x)) - tanh(4)/(x**2*log(x)**2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0
baseline_solvable,(-1 + 3/x**2)*(x - 5)/(x + 3/x)**2 + 1/(x + 3/x),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,0.0
baseline_solvable,-3*x/(1 - x)**2 - 3/(1 - x),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0
baseline_solvable,-5/x**2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
baseline_solvable,2*x/sqrt(1 - x**4),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0
baseline_solvable,-4*x**3 + cosh(x) - 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
baseline_solvable,((1 - x)*log(3)*sin(x) - log(3**(-cos(x))))*(3**(-cos(x)))**(1 - x),1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,0.0
baseline_solvable,x**x*(x**x - 5)**cos(1)*(log(x) + 1)*cos(1)*cos((x**x - 5)**cos(1))/(x**x - 5),0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,7.0,0.0
baseline_solvable,x*(-1 + 5/((x**2 + 1)*atan(x)**2))/(x**x*(x + 5/atan(x))**2) + x*(-log(x) - 1)/(x**x*(x + 5/atan(x))) + 1/(x**x*(x + 5/atan(x))),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,12.0,0.0
baseline_solvable,-x + (-x - cosh(4)/3)*(exp(x) + 1) - exp(x),0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0
baseline_solvable,2 - 5/x**2 + 1/(2*sqrt(x)),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0
baseline_solvable,(1 - tanh(x + (x + tan(x))*sinh(2))**2)*((tan(x)**2 + 2)*sinh(2) + 1),0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,0.0
baseline_solvable,-(1 - tanh(cosh(1)**(-x - 3) - 3)**2)*log(cosh(1))*cosh(1)**(-x - 3)/2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0
baseline_solvable,-2*5**(2*x)*log(5)*sinh(5**(2*x))/x**2 + 2*cosh(5**(2*x))/x**3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0
baseline_solvable,-2*(x**x*(log(x) + 1)*sin(x**x) - 3)/(3*x + cos(x**x))**2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0
baseline_solvable,1/x - (x - 7 + cosh(5))/x**2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0
baseline_solvable,2*(tan(sinh(x + 5))**2 + 1)*cosh(x + 5) + 2/x,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0
baseline_solvable,3*x*exp(3*x)*sinh(1)/4 + exp(3*x)*sinh(1)/4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
baseline_solvable,-(-x - 8)**log(x)*(-log(x)/(-x - 8) + log(-x - 8)/x)/4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,3.0,0.0
baseline_solvable,-x**2*(x*log(5)/log(5**x) + log(log(5**x)))*log(5**x)**x - 2*x*log(5**x)**x + 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,0.0
