algorithm,expression_str,status,ExpressionDepth,SolvableControllabilityScore,AddRule,URule,PartsRule,CyclicPartsRule,RewriteRule,ConstantTimesRule,ConstantRule,PowerRule,SinRule,CosRule,TrigRule,ExpRule,ReciprocalRule,ArctanRule,AlternativeRule,DontKnowRule,eval_score
baseline_solvable,2**x*log(2)*sin(2**x) + tan(x)**2 + 1,ok,5.0,9.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8562750220298767
baseline_solvable,1 + (x - tan(x)**2/2 - 1/2)/sqrt(x**2 - tan(x)),unsolvable,8.0,,3.0,0.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,
baseline_solvable,2*(-2*x - 1)*cos(2/(x**2 + x))/(x**2 + x)**2,ok,7.0,10.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9758961200714111
baseline_solvable,(-4*sinh(1/x)/x - log(x**(-4))*cosh(1/x)/x**2)*(x**(-4))**sinh(1/x),ok,9.0,8.0,0.0,8.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.9652287364006042
baseline_solvable,sinh(x + atan(exp(2))) - 1,ok,3.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3498093783855438
baseline_solvable,(-(-2*x)**x*(log(-2*x) + 1) + 1)*exp(x - (-2*x)**x),ok,3.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9107417464256287
baseline_solvable,(cos(log(x))/(5 - x)**2 - sin(log(x))/(x*(5 - x)))*sqrt(4**(cos(log(x))/(5 - x)))*log(4)/2,timeout,,,,,,,,,,,,,,,,,,,
baseline_solvable,(cos(1)*asin(x))**(2*x)*(2*x/(sqrt(1 - x**2)*asin(x)) + 2*log(cos(1)*asin(x))),ok,3.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9240988492965698
baseline_solvable,sin(x),ok,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4408671259880066
baseline_solvable,-x**tanh(5)*tanh(5)/x,ok,7.0,6.0,0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.961676299571991
baseline_solvable,-x*(-x/(x + 5) - log(x + 5))/(4*(x + 5)**x) - 1/(4*(x + 5)**x),unsolvable,8.0,,3.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,
baseline_solvable,(tan(x)**2 + 1)/log(3),ok,5.0,7.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8935332298278809
baseline_solvable,-2*x/tan(cosh(log(4))),ok,2.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3430999517440796
baseline_solvable,-77/(8*sqrt(x)),ok,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3430999517440796
baseline_solvable,(1 - tanh(atan(tan(x)))**2)*((-2)**exp(5))**tanh(atan(tan(x)))*log((-2)**exp(5)),ok,6.0,9.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.961676299571991
baseline_solvable,-1/atan(5) + 2/(3*x**2*(1 + 4/(9*x**2))),ok,6.0,12.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.9624700546264648
baseline_solvable,-(exp(x)/x - exp(x)/x**2)*exp(exp(x)/x)*exp(sqrt(-exp(exp(x)/x) - 3))/(2*sqrt(-exp(exp(x)/x) - 3)),ok,14.0,14.0,0.0,33.0,0.0,0.0,1.0,27.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,9.0,0.0,0.9535722136497498
baseline_solvable,(3*tanh(3*x)**2 - 3)/tanh(3*x)**2 + 1,ok,12.0,8.0,3.0,4.0,0.0,0.0,2.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.96901535987854
baseline_solvable,1 - sin(x)/5,ok,3.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04562141001224518
baseline_solvable,-(x*cosh(x)/sinh(x) + log(sinh(x)))/((sinh(x)**x)**(1/asin(5))*asin(5)),ok,13.0,11.0,0.0,10.0,0.0,0.0,1.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.9751706123352051
baseline_solvable,1/((1 - tanh(x))*(x**2 + 1)*(atan(x)**2 + 1)) + (1 - tanh(x)**2)*atan(atan(x))/(1 - tanh(x))**2,timeout,,,,,,,,,,,,,,,,,,,
baseline_solvable,-9*x**(7/2)/2,ok,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3430999517440796
baseline_solvable,cosh(x)/cos(5) + 1,ok,3.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05563126504421234
baseline_solvable,-(1 - tanh(cos(x + tanh(2*sqrt(2))))**2)*sin(x + tanh(2*sqrt(2))),ok,11.0,10.0,8.0,21.0,0.0,0.0,7.0,13.0,6.0,0.0,3.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,0.9607880711555481
baseline_solvable,(-tan(x + 1))**(4*x)*(-4*x*(-tan(x + 1)**2 - 1)/tan(x + 1) + 4*log(-tan(x + 1)))/sqrt(1 - (-tan(x + 1))**(8*x)),ok,5.0,11.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.9632941484451294
baseline_solvable,-x*(1 - tanh(tan(x) - 1)**2)*(tan(x)**2 + 1)/tanh(tan(x) - 1)**2 + 1/tanh(tan(x) - 1),ok,14.0,9.0,7.0,4.0,4.0,0.0,7.0,11.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,7.0,0.9855000376701355
baseline_solvable,-2*x/(x**4 + 1),ok,3.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8531293869018555
baseline_solvable,(1 - 1/x**2)*(1 - tanh(x + 1/x)**2)*asin(4),ok,6.0,9.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9797202944755554
baseline_solvable,(1 - 4/sqrt(1 - 16*x**2))*exp(x - asin(4*x) - 6),ok,3.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9107417464256287
baseline_solvable,(x**2*(1 + 1/(x**2 + 1)) + 2*x*(x + atan(x)) - 1)*cos(x**2*(x + atan(x)) - x),timeout,,,,,,,,,,,,,,,,,,,
baseline_solvable,-2*x*exp(2 - x**2),ok,9.0,8.0,0.0,5.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.9797202944755554
baseline_solvable,-5**asin(x/(x - 4) + 1)*(-x/(x - 4)**2 + 1/(x - 4))*log(5)/sqrt(1 - (x/(x - 4) + 1)**2),ok,8.0,14.0,0.0,4.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.9770739674568176
baseline_solvable,-2/(x + 5)**3 + 1/x,ok,4.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5681242346763611
baseline_solvable,24*x*sinh(4*x**2 + 4),ok,4.0,10.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.885848343372345
baseline_solvable,-cosh(x)/x + sinh(x)/x**2,unsolvable,3.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
baseline_solvable,-x**3/((1 - x**2)**(3/2)*asin(x)) + x**2/((1 - x**2)*asin(x)**2) - 2*x/(sqrt(1 - x**2)*asin(x)),unsolvable,7.0,,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,
baseline_solvable,x*(tan(x)**2 + 1) + tan(x),ok,10.0,12.0,9.0,4.0,3.0,0.0,9.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.983038067817688
baseline_solvable,(-(2*x + 2)*log(x)*tan(3)/2 - (x + 1)**2*tan(3)/(2*x))/x**((x + 1)**2*tan(3)/2),timeout,,,,,,,,,,,,,,,,,,,
baseline_solvable,(4**x*log(4) - 2*x)/((1 + 1/(-4**x + x**2))**2*(-4**x + x**2)**2),ok,3.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8571925759315491
baseline_solvable,3*x*cosh(x + 2) + 3*sinh(x + 2),unsolvable,4.0,,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
baseline_solvable,((2 - 1/(x**2 + 1))/x - (2*x - atan(x))/x**2)/sqrt(1 - (2*x - atan(x))**2/x**2),timeout,,,,,,,,,,,,,,,,,,,
baseline_solvable,-(2 - 5/x**2)*sin(2*x - 6 + 5/x),ok,6.0,11.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9551938772201538
baseline_solvable,-x*log(sqrt(5)*exp(3)/5)/(sqrt(5)*exp(3)/5)**x + (sqrt(5)*exp(3)/5)**(-x),unsolvable,3.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
baseline_solvable,1 - sqrt(1/x)/(8*x),ok,6.0,9.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8443658947944641
baseline_solvable,tan(x - 3)**2 + 1 - 1/tan(2/x) - 2*(tan(2/x)**2 + 1)/(x*tan(2/x)**2),unsolvable,6.0,,2.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,
baseline_solvable,5*sqrt((x/cosh(5) + 1)**5)*sinh(sqrt((x/cosh(5) + 1)**5))/(2*(x/cosh(5) + 1)*cosh(5)),ok,7.0,13.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.9745994210243225
baseline_solvable,(1 - tanh(sqrt(x) - sqrt(10)/10)**2)/(2*sqrt(x)),ok,11.0,44.0,2.0,4.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.9824100732803345
baseline_solvable,(-1/(4*log(x)) + (x - 1)/(4*x*log(x)**2))*exp(-(x - 1)/(4*log(x))),timeout,,,,,,,,,,,,,,,,,,,
baseline_solvable,(x + 1)**cos(x + tan(x))*(-(tan(x)**2 + 2)*log(x + 1)*sin(x + tan(x)) + cos(x + tan(x))/(x + 1)),timeout,,,,,,,,,,,,,,,,,,,
baseline_solvable,x*(tan(x)**2 + 2)/((x + tan(x) + 2)**2 + 1) + atan(x + tan(x) + 2),timeout,,,,,,,,,,,,,,,,,,,
baseline_solvable,4*sin(4*x)/3,ok,4.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8033875226974487
baseline_solvable,6*x*sinh(1)/sqrt(-9*(x**2 - 2)**2*sinh(1)**2 + 1),unsolvable,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline_solvable,tanh(64) + x**(-2),ok,2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0389627143740654
baseline_solvable,2*x + 5 + asin(16),ok,3.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02998991124331951
baseline_solvable,-x/(x + 4)**2 + 1/2 + 1/(x + 4),ok,11.0,11.0,4.0,9.0,0.0,0.0,11.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.972033679485321
baseline_solvable,256 + 1/(x**2 + 1),ok,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07170866429805756
baseline_solvable,asin(x) + 3 + (x - 5)/sqrt(1 - x**2),ok,6.0,12.0,2.0,2.0,1.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.982165515422821
baseline_solvable,-(1 - tanh(x)**2)*sin(tanh(x)),ok,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8548753261566162
baseline_solvable,5**((x + 4)/atan(5))*log(5)/atan(5),ok,7.0,10.0,0.0,3.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.9758961200714111
baseline_solvable,-x*(1 - tanh(x)**2)/tanh(x) - exp(x) - log(tanh(x)),ok,9.0,11.0,5.0,0.0,1.0,0.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,0.9880803823471069
baseline_solvable,3*x**(3*x**2)*(6*x*log(x) + 3*x) + 3,ok,5.0,13.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.770906925201416
baseline_solvable,x*(-x**x*(log(x) + 1) + 2*sin(x)/(4*cos(x)**2 + 1)) - x**x - atan(2*cos(x)),timeout,,,,,,,,,,,,,,,,,,,
baseline_solvable,-x*exp(4 - x)*exp(x - 4)*cos(log(exp(x - 4)) - 5) - sin(log(exp(x - 4)) - 5),ok,13.0,26.0,1.0,31.0,3.0,0.0,2.0,14.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,13.0,0.0,0.9568979144096375
baseline_solvable,2*exp(3/4)/x,ok,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.45474973320961
baseline_solvable,(atanh(pi)/log(x) - atanh(pi)/log(x)**2)*sinh(x*atanh(pi)/log(x)),ok,5.0,8.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.9632941484451294
baseline_solvable,-8*x/(4 - 2*x**2)**2,ok,13.0,11.0,0.0,28.0,0.0,0.0,23.0,20.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.9421883225440979
baseline_solvable,4*(x + 3)/(x**2 + 1) + 4*atan(x) + 4,ok,6.0,13.0,2.0,2.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.9869714379310608
baseline_solvable,2*asin(15)/(x**2*tanh(5)),ok,2.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3430999517440796
baseline_solvable,4 + 1/(4*x**(3/4)),ok,3.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02998991124331951
baseline_solvable,-sqrt(2)*sqrt(x**(-2))*sqrt(log(2))*cosh(sqrt(2)*sqrt(x**(-2))*sqrt(log(2))/2)/(2*x),ok,12.0,15.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.9483120441436768
baseline_solvable,-(1 - tanh(x - (-4/x)**x)**2)*(-(-4/x)**x*(log(-4/x) - 1) + 1)*exp(-tanh(x - (-4/x)**x) - 2),timeout,,,,,,,,,,,,,,,,,,,
baseline_solvable,-6*x,ok,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3430999517440796
baseline_solvable,-(3*x*(exp(x) - 1) - 3*x + 3*exp(x))*sin(sin(3*x*(-x + exp(x))))*cos(3*x*(-x + exp(x))),timeout,,,,,,,,,,,,,,,,,,,
baseline_solvable,-(1 - tanh(log(x + 2))**2)/(x + 2),ok,20.0,7.0,6.0,19.0,0.0,0.0,6.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,7.0,0.0,0.9598856568336487
baseline_solvable,1/sqrt(1 - (x - tanh(1))**2),ok,5.0,7.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.9632941484451294
baseline_solvable,1 + 1/(5*sqrt(1 - (x + 5/4)**2)),ok,9.0,8.0,1.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.9766097664833069
baseline_solvable,((2*x - 1)*log(atan(x)) + (-x*(1 - x) + 5)/((x**2 + 1)*atan(x)))*atan(x)**(-x*(1 - x) + 5),timeout,,,,,,,,,,,,,,,,,,,
baseline_solvable,-5*sin(x)/((cos(x)**2 + 1)*(atan(cos(x)) - 3)**2),ok,4.0,9.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8391887545585632
baseline_solvable,2*x + tanh(4 - log(4)),ok,3.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02998991124331951
baseline_solvable,-((1 + 1/(x**2 + 1))*log(4**x) + (x + atan(x))*log(4))*(4**x)**(x + atan(x)) + 1,unsolvable,7.0,,3.0,0.0,0.0,0.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,
baseline_solvable,2*x + 8,ok,3.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02998991124331951
baseline_solvable,-5*(2*x**x*(log(x) + 1) + 1)*(tan(x + 2*x**x)**2 + 1)/tan(x + 2*x**x),ok,9.0,13.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.9737497568130493
baseline_solvable,-sin(4 - 1/(x + 1))/(x + 1)**2,ok,6.0,10.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9551938772201538
baseline_solvable,-60*exp(tan(1) + 3/x)/x**2,ok,8.0,11.0,0.0,5.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.9797202944755554
baseline_solvable,-(x*(-x**x*(log(x) + 1) - 5/x**6) - x**x + 5 + x**(-5))*sin(x*(-x**x + 5 + x**(-5))),timeout,,,,,,,,,,,,,,,,,,,
baseline_solvable,(log(x**2) + 2*(x + 5)/x)*(x**2)**(x + 5)/(4*tan(x)) + (-tan(x)**2 - 1)*(x**2)**(x + 5)/(4*tan(x)**2),unsolvable,8.0,,5.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,
baseline_solvable,-900/x**901,ok,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3430999517440796
baseline_solvable,-6*x**5*sin(3),ok,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3430999517440796
baseline_solvable,1/x,ok,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4928175210952759
baseline_solvable,tanh(asin(5))/(8*x**(3/2)),ok,2.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3430999517440796
baseline_solvable,(2*x)**(2*log(5) + 4)*(4*log(5) + 8)/(2*x),ok,8.0,17.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.9727645516395569
baseline_solvable,5*cos(5*x)/sqrt(1 - (sin(5*x) - 6)**2),unsolvable,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline_solvable,-15*2**(5*2**x)*2**x*x*log(2)**2 - 3*2**(5*2**x) - 1,unsolvable,3.0,,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
baseline_solvable,-2*sinh(x)/(3 - x) - 2*cosh(x)/(3 - x)**2,unsolvable,5.0,,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
baseline_solvable,-4/(sqrt(1 - x**2)*sqrt(1 - 16*asin(x)**2)),unsolvable,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline_solvable,(1 - sin(x))*sqrt(x**x)/x + (x + cos(x))*(log(x)/2 + 1/2)*sqrt(x**x)/x - (x + cos(x))*sqrt(x**x)/x**2,timeout,,,,,,,,,,,,,,,,,,,
baseline_solvable,(x**4 + 2)**sin(x)*(4*x**3*sin(x)/(x**4 + 2) + log(x**4 + 2)*cos(x)),ok,5.0,8.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9690542221069336
baseline_solvable,(x - 4)*cos(x)/sqrt(sin(x)) + 2*sqrt(sin(x)),ok,9.0,9.0,3.0,6.0,4.0,0.0,3.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.9855000376701355
baseline_solvable,tan(x)**2/4 + 9/4,ok,5.0,8.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8935332298278809
baseline_solvable,5/(x - 5)**2,ok,6.0,7.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9681819081306458
baseline_solvable,1 + 4/(x + exp(4))**2 - 1/sqrt(1 - x**2),ok,7.0,14.0,1.0,3.0,0.0,0.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9586774706840515
baseline_solvable,8*x*log(-sin(5))**2,ok,2.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3430999517440796
baseline_solvable,(-8*x**3*log(tan(3)/x) + 2*x**3)/(tan(3)/x)**(2*x**4),timeout,,,,,,,,,,,,,,,,,,,
baseline_solvable,-x**2*cos(x - tan(4))/sin(x - tan(4))**2 + 2*x/sin(x - tan(4)),ok,9.0,13.0,2.0,3.0,1.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.983038067817688
baseline_solvable,2*x + 5**(sqrt(cos(1))),ok,3.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02998991124331951
baseline_solvable,-(-1 + (x + 3)**(-2))*exp(-x - 1/(x + 3))*sinh(exp(-x - 1/(x + 3))),ok,5.0,15.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.912388265132904
baseline_solvable,-(x*cos(x)/2 + sin(x)/2 + 1/2)/sqrt(x*sin(x) + x),ok,7.0,10.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9681819081306458
baseline_solvable,exp(sin(3 - 1/x) - 7)*cos(3 - 1/x)/x**2,ok,8.0,12.0,0.0,14.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.9566423296928406
baseline_solvable,-(tan(cosh(x))**2 + 1)*cos(tan(cosh(x)))*sinh(x) + 1,unsolvable,5.0,,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
baseline_solvable,-2*(-(2*x)**x*(log(2*x) + 1) - 1/3)/(x/3 + (2*x)**x)**2,ok,4.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8760828375816345
baseline_solvable,-20*tanh(1)/x**2,ok,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3430999517440796
baseline_solvable,(-3**asin(x)*(tan(x + 5)**2 + 1) - 3**asin(x)*log(3)*tan(x + 5)/sqrt(1 - x**2))*log(2)/2**(3**asin(x)*tan(x + 5)),timeout,,,,,,,,,,,,,,,,,,,
baseline_solvable,1 - 5*cosh(5*x),ok,5.0,8.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7000799775123596
baseline_solvable,5*(-x)**cosh(4)*(tan((-x)**cosh(4))**2 + 1)*cosh(4)/x,timeout,,,,,,,,,,,,,,,,,,,
baseline_solvable,x**exp(-tan(3/x) - 1)*(exp(-tan(3/x) - 1)/x + 3*(tan(3/x)**2 + 1)*exp(-tan(3/x) - 1)*log(x)/x**2),timeout,,,,,,,,,,,,,,,,,,,
